Drug_Reference_ID,NDC,Drug_Name,Generic_Name,Brand_Name,Strength,Strength_Unit,Dosage_Form,Route,Manufacturer,Drug_Class,Active_Flag,Effective_Date,End_Date,Source_System
DRG00645,10405956455,Plavix,Clopidogrel,Plavix,5,mg,Cream,Topical,Meridian Pharma,Antidiabetic,Y,2025-11-03,,DrugReferenceHub
DRG00646,57344228998,Protonix,Pantoprazole,Protonix,40,units/mL,Suspension,Transdermal,Atlas Medications,Gastrointestinal,N,2024-02-12,2024-12-10,DrugReferenceHub
DRG00647,84047590849,Microzide,Hydrochlorothiazide,Microzide,250,mcg,Patch,Intravenous,Redwood Pharma,Neurologic,N,2024-07-27,2025-08-23,DrugReferenceHub
DRG00648,20096181552,Eliquis,Apixaban,Eliquis,100,mcg,Inhaler,Inhalation,BlueRiver Pharmaceuticals,Anticoagulant,N,2024-05-30,2026-12-28,DrugReferenceHub
DRG00649,75405190344,Jardiance,Empagliflozin,Jardiance,50,units/mL,Cream,Oral,Redwood Pharma,Endocrine,Y,2025-12-31,,DrugReferenceHub
DRG00650,66359510772,Januvia,Sitagliptin,Januvia,40,mg/mL,Capsule,Topical,Meridian Pharma,Antidiabetic,Y,2024-12-14,,DrugReferenceHub
DRG00651,17888408220,Lantus,Insulin Glargine,Lantus,500,mcg,Tablet,Inhalation,Beacon Life Sciences,Neurologic,N,2022-06-25,2023-07-22,DrugReferenceHub
DRG00652,56084952427,Humalog,Insulin Lispro,Humalog,20,units/mL,Suspension,Topical,Northstar Pharma,Endocrine,Y,2022-04-16,,DrugReferenceHub
DRG00653,89111529797,Prozac,Fluoxetine,Prozac,10,mg,Suspension,Topical,Northstar Pharma,Neurologic,N,2023-08-23,2024-12-13,DrugReferenceHub
DRG00654,73046419016,Wellbutrin,Bupropion,Wellbutrin,10,units/mL,Patch,Transdermal,Atlas Medications,Gastrointestinal,N,2024-01-24,2025-12-19,DrugReferenceHub
DRG00655,86257868539,Coreg,Carvedilol,Coreg,1000,mg,Suspension,Subcutaneous,Atlas Medications,Antidiabetic,Y,2024-09-04,,DrugReferenceHub
DRG00656,97224337179,Lopressor,Metoprolol,Lopressor,5,mg/mL,Cream,Inhalation,Meridian Pharma,Anticoagulant,Y,2023-12-06,,DrugReferenceHub
DRG00657,31189367180,Lasix,Furosemide,Lasix,20,mg/mL,Solution,Subcutaneous,Beacon Life Sciences,Gastrointestinal,Y,2024-01-23,,DrugReferenceHub
DRG00658,60856152434,Aldactone,Spironolactone,Aldactone,100,mcg,Cream,Intravenous,Pioneer Medical,Antihypertensive,N,2025-09-09,2026-05-29,DrugReferenceHub
DRG00659,25245820746,Ventolin,Albuterol,Ventolin,25,mg,Injection,Topical,Atlas Medications,Antihypertensive,Y,2023-05-05,,DrugReferenceHub
DRG00660,26004482228,Vibramycin,Doxycycline,Vibramycin,50,units/mL,Capsule,Intravenous,Beacon Life Sciences,Antidiabetic,Y,2023-12-23,,DrugReferenceHub
DRG00661,52812397130,Ozempic,Semaglutide,Ozempic,5,units/mL,Suspension,Transdermal,Atlas Medications,Lipid Lowering,Y,2024-03-25,,DrugReferenceHub
DRG00662,73434787752,Glucophage,Metformin,Glucophage,500,mcg,Injection,Oral,Crescent Therapeutics,Anticoagulant,N,2023-11-16,2024-12-20,DrugReferenceHub
DRG00663,47958975815,Lipitor,Atorvastatin,Lipitor,500,units/mL,Cream,Oral,Pioneer Medical,Antidepressant,Y,2025-11-16,,DrugReferenceHub
DRG00664,41290491468,Prinivil,Lisinopril,Prinivil,500,mg,Patch,Inhalation,Crescent Therapeutics,Respiratory,Y,2025-11-07,,DrugReferenceHub
DRG00665,24212233551,Norvasc,Amlodipine,Norvasc,500,mg/mL,Capsule,Transdermal,EVERGREEN LABS,Antidiabetic,Y,2024-01-21,,DrugReferenceHub
DRG00666,93500208178,Cozaar,Losartan,Cozaar,250,mg,Solution,Transdermal,Beacon Life Sciences,Endocrine,Y,2023-10-21,,DrugReferenceHub
DRG00667,69710507219,Prilosec,Omeprazole,Prilosec,100,mg,Patch,Subcutaneous,Meridian Pharma,Anticoagulant,Y,2024-05-11,,DrugReferenceHub
DRG00668,98076393354,Neurontin,Gabapentin,Neurontin,500,mcg,Inhaler,Oral,Northstar Pharma,Endocrine,Y,2022-09-22,,DrugReferenceHub
DRG00669,83261389024,Synthroid,Levothyroxine,Synthroid,250,units/mL,Suspension,Inhalation,Meridian Pharma,Antihypertensive,Y,2023-09-15,,DrugReferenceHub
DRG00670,86150728282,Zoloft,Sertraline,Zoloft,10,mg,Inhaler,Inhalation,Atlas Medications,Gastrointestinal,Y,2022-11-14,,DrugReferenceHub
DRG00671,97358934626,Crestor,Rosuvastatin,Crestor,25,units/mL,Patch,Transdermal,BlueRiver Pharmaceuticals,Neurologic,Y,2022-07-30,,DrugReferenceHub
DRG00672,71263822745,Lexapro,Escitalopram,Lexapro,50,mg/mL,Solution,Topical,Summit Therapeutics,Endocrine,Y,2022-05-20,,DrugReferenceHub
DRG00673,92832990195,Singulair,Montelukast,Singulair,100,mg,Inhaler,Inhalation,BlueRiver Pharmaceuticals,Neurologic,Y,2024-05-08,,DrugReferenceHub
DRG00674,73418540749,Cymbalta,Duloxetine,Cymbalta,100,mg/mL,Cream,Transdermal,Evergreen Labs,Respiratory,Y,2022-01-01,,DrugReferenceHub
DRG00675,66897831639,Plavix,Clopidogrel,Plavix,100,mg,Inhaler,Topical,Pioneer Medical,Gastrointestinal,N,2024-08-02,2025-06-21,DrugReferenceHub
DRG00676,48777918537,Protonix,Pantoprazole,Protonix,100,units/mL,Patch,Transdermal,Pioneer Medical,Gastrointestinal,Y,2023-09-24,,DrugReferenceHub
DRG00677,14432106343,Microzide,Hydrochlorothiazide,Microzide,25,mg/mL,Solution,Topical,BlueRiver Pharmaceuticals,Antihypertensive,Y,2023-06-20,,DrugReferenceHub
DRG00678,54893863057,Eliquis,Apixaban,Eliquis,40,units/mL,Tablet,Subcutaneous,Summit Therapeutics,Anticoagulant,Y,2025-01-29,,DrugReferenceHub
DRG00679,38999870858,Jardiance,Empagliflozin,Jardiance,5,mg/mL,Capsule,Transdermal,Atlas Medications,Antihypertensive,Y,2024-02-27,,DrugReferenceHub
DRG00680,99918121569,Januvia,Sitagliptin,Januvia,250,mg/mL,Inhaler,Subcutaneous,Meridian Pharma,Lipid Lowering,Y,2024-12-08,,DrugReferenceHub
DRG00681,81987321337,Lantus,Insulin Glargine,Lantus,1000,mcg,Suspension,Topical,Atlas Medications,Lipid Lowering,Y,2024-11-03,,DrugReferenceHub
DRG00682,80251520484,Humalog,Insulin Lispro,Humalog,40,mg/mL,Tablet,Transdermal,Beacon Life Sciences,Gastrointestinal,Y,2022-02-17,,DrugReferenceHub
DRG00683,14974572541,Prozac,Fluoxetine,Prozac,50,mg/mL,Capsule,Topical,Summit Therapeutics,Gastrointestinal,Y,2022-11-12,,DrugReferenceHub
DRG00684,97162450186,Wellbutrin,Bupropion,Wellbutrin,20,mcg,Tablet,Topical,Redwood Pharma,Lipid Lowering,Y,2024-04-13,,DrugReferenceHub
DRG00685,81214270455,Coreg,Carvedilol,Coreg,5,mcg,Injection,Inhalation,Crescent Therapeutics,Antihypertensive,Y,2025-11-27,,DrugReferenceHub
DRG00686,29398974548,Lopressor,Metoprolol,Lopressor,250,units/mL,Injection,Oral,Pioneer Medical,Respiratory,Y,2022-08-14,,DrugReferenceHub
DRG00687,44605799615,Lasix,Furosemide,Lasix,250,mg,Inhaler,Inhalation,Redwood Pharma,Lipid Lowering,Y,2022-06-04,,DrugReferenceHub
DRG00688,26262248157,Aldactone,Spironolactone,Aldactone,40,mg/mL,Patch,Inhalation,Beacon Life Sciences,Anticoagulant,Y,2025-10-07,,DrugReferenceHub
DRG00689,94835111213,Ventolin,Albuterol,Ventolin,25,mg,Patch,Topical,BlueRiver Pharmaceuticals,Antidepressant,Y,2025-11-14,,DrugReferenceHub
DRG00690,43111470329,Vibramycin,Doxycycline,Vibramycin,5,mg,Inhaler,Topical,Summit Therapeutics,Respiratory,Y,2022-09-02,,DrugReferenceHub
DRG00691,12371232115,Ozempic,Semaglutide,Ozempic,1000,mg/mL,Cream,Transdermal,Beacon Life Sciences,Antidiabetic,Y,2023-08-11,,DrugReferenceHub
DRG00692,32792508824,Glucophage,Metformin,Glucophage,5,mcg,Inhaler,Inhalation,Evergreen Labs,Respiratory,Y,2024-07-05,,DrugReferenceHub
DRG00693,63128504045,Lipitor,Atorvastatin,Lipitor,50,mg,Suspension,Subcutaneous,Evergreen Labs,Gastrointestinal,Y,2022-10-13,,DrugReferenceHub
DRG00694,31028872249,Prinivil,Lisinopril,Prinivil,25,mg/mL,Suspension,Subcutaneous,Summit Therapeutics,Antihypertensive,Y,2023-04-22,,DrugReferenceHub
DRG00695,86890799081,Norvasc,Amlodipine,Norvasc,20,mcg,Tablet,Transdermal,Meridian Pharma,Endocrine,N,2023-08-01,2026-02-23,DrugReferenceHub
DRG00696,35847675077,Cozaar,Losartan,Cozaar,500,mg/mL,Tablet,Intravenous,Redwood Pharma,Antidiabetic,Y,2024-07-26,,DrugReferenceHub
DRG00697,15456605232,Prilosec,Omeprazole,Prilosec,500,mg,Cream,Intravenous,Evergreen Labs,Lipid Lowering,Y,2023-03-27,,DrugReferenceHub
DRG00698,87647246210,Neurontin,Gabapentin,Neurontin,25,mcg,Solution,Oral,Evergreen Labs,Antihypertensive,N,2023-08-26,2026-03-27,DrugReferenceHub
DRG00699,88689159412,Synthroid,Levothyroxine,Synthroid,100,mg,Patch,Inhalation,Beacon Life Sciences,Anticoagulant,Y,2023-02-28,,DrugReferenceHub
DRG00700,61680269653,Zoloft,Sertraline,Zoloft,25,mcg,Solution,Intravenous,Redwood Pharma,Antibiotic,Y,2025-01-15,,DrugReferenceHub
DRG00701,98558768029,Crestor,Rosuvastatin,Crestor,10,units/mL,Cream,Inhalation,Crescent Therapeutics,Respiratory,N,2022-08-12,2024-10-19,DrugReferenceHub
DRG00702,67115974246,Lexapro,Escitalopram,Lexapro,100,mg,Injection,Inhalation,Evergreen Labs,Respiratory,Y,2022-12-04,,DrugReferenceHub
DRG00703,60986106546,Singulair,Montelukast,Singulair,100,mg,Suspension,Subcutaneous,Pioneer Medical,Neurologic,Y,2023-01-01,,DrugReferenceHub
DRG00704,39023637631,Cymbalta,Duloxetine,Cymbalta,40,mcg,Inhaler,Intravenous,Evergreen Labs,Lipid Lowering,N,2025-08-17,2026-09-03,DrugReferenceHub
DRG00705,14041368848,Plavix,Clopidogrel,Plavix,100,mg,Capsule,Transdermal,Redwood Pharma,Antihypertensive,Y,2025-10-12,,DrugReferenceHub
DRG00706,71492399930,Protonix,Pantoprazole,Protonix,100,units/mL,Patch,Transdermal,Atlas Medications,Antidiabetic,N,2024-01-02,2025-11-17,DrugReferenceHub
DRG00707,55375584876,Microzide,Hydrochlorothiazide,Microzide,1000,mg/mL,Injection,Oral,Northstar Pharma,Antidiabetic,N,2022-08-17,2024-08-09,DrugReferenceHub
DRG00708,89789879626,Eliquis,Apixaban,Eliquis,40,mcg,Tablet,Inhalation,Redwood Pharma,Neurologic,Y,2025-01-10,,DrugReferenceHub
DRG00709,10772533217,Jardiance,Empagliflozin,Jardiance,100,units/mL,Cream,Intravenous,BlueRiver Pharmaceuticals,Anticoagulant,N,2023-12-21,2026-05-31,DrugReferenceHub
DRG00710,13525402450,Januvia,Sitagliptin,Januvia,100,mg/mL,Cream,Topical,ATLAS MEDICATIONS,Antidepressant,N,2025-05-27,2026-03-31,DrugReferenceHub
DRG00711,93026770242,Lantus,Insulin Glargine,Lantus,100,units/mL,Injection,Subcutaneous,Summit Therapeutics,Antihypertensive,Y,2023-06-11,,DrugReferenceHub
DRG00712,80465954660,Humalog,Insulin Lispro,Humalog,20,units/mL,Cream,Inhalation,Redwood Pharma,Neurologic,N,2025-12-31,2028-02-22,DrugReferenceHub
DRG00713,68669877665,Prozac,Fluoxetine,Prozac,20,mg,Patch,Topical,Northstar Pharma,Lipid Lowering,Y,2025-03-25,,DrugReferenceHub
DRG00714,62718517427,Wellbutrin,Bupropion,Wellbutrin,25,mg,Patch,Intravenous,BlueRiver Pharmaceuticals,Lipid Lowering,N,2022-11-24,2023-10-29,DrugReferenceHub
DRG00715,43412851646,Coreg,Carvedilol,Coreg,5,mg,Cream,Intravenous,Crescent Therapeutics,Anticoagulant,Y,2024-11-26,,DrugReferenceHub
DRG00716,66286287567,Lopressor,Metoprolol,Lopressor,100,mg,Cream,Intravenous,Summit Therapeutics,Anticoagulant,Y,2023-02-24,,DrugReferenceHub
DRG00717,65494134693,Lasix,Furosemide,Lasix,250,mg,Solution,Transdermal,Evergreen Labs,Antibiotic,Y,2023-05-27,,DrugReferenceHub
DRG00718,76373444921,Aldactone,Spironolactone,Aldactone,25,units/mL,Cream,Inhalation,Redwood Pharma,Neurologic,N,2023-01-02,2024-10-09,DrugReferenceHub
DRG00719,70556245848,Ventolin,Albuterol,Ventolin,1000,mg,Tablet,Inhalation,Atlas Medications,Antidepressant,Y,2024-09-24,,DrugReferenceHub
DRG00720,76229411744,Vibramycin,Doxycycline,Vibramycin,40,mg/mL,Cream,Subcutaneous,Pioneer Medical,Endocrine,Y,2023-01-20,,DrugReferenceHub
DRG00721,10207597398,Ozempic,Semaglutide,Ozempic,250,mcg,Tablet,Inhalation,Beacon Life Sciences,Antibiotic,N,2024-07-22,2027-01-08,DrugReferenceHub
DRG00722,32903672787,Glucophage,Metformin,Glucophage,500,mg,Solution,Topical,Redwood Pharma,Antidiabetic,Y,2024-05-01,,DrugReferenceHub
DRG00723,64943476728,Lipitor,Atorvastatin,Lipitor,1000,mg,Inhaler,Transdermal,Beacon Life Sciences,Gastrointestinal,Y,2025-01-02,,DrugReferenceHub
DRG00724,84080407924,Prinivil,Lisinopril,Prinivil,250,mg/mL,Inhaler,Subcutaneous,Crescent Therapeutics,Neurologic,Y,2025-12-23,,DrugReferenceHub
DRG00725,89013673320,Norvasc,Amlodipine,Norvasc,50,mg,Suspension,Oral,Northstar Pharma,Respiratory,Y,2022-01-13,,DrugReferenceHub
DRG00726,31169773873,Cozaar,Losartan,Cozaar,500,mg,Inhaler,Oral,Evergreen Labs,Endocrine,Y,2025-12-18,,DrugReferenceHub
DRG00727,35955476733,Prilosec,Omeprazole,Prilosec,10,units/mL,Tablet,Intravenous,Crescent Therapeutics,Anticoagulant,Y,2022-06-09,,DrugReferenceHub
DRG00728,18501762876,Neurontin,Gabapentin,Neurontin,25,mg/mL,Suspension,Subcutaneous,Beacon Life Sciences,Lipid Lowering,Y,2024-02-10,,DrugReferenceHub
DRG00729,91356729487,Synthroid,Levothyroxine,Synthroid,10,mcg,Inhaler,Intravenous,Atlas Medications,Antidiabetic,Y,2023-05-14,,DrugReferenceHub
DRG00730,15426453054,Zoloft,Sertraline,Zoloft,100,mcg,Capsule,Oral,Crescent Therapeutics,Antidepressant,Y,2024-07-23,,DrugReferenceHub
DRG00731,79775467157,Crestor,Rosuvastatin,Crestor,10,units/mL,Inhaler,Transdermal,Redwood Pharma,Antibiotic,Y,2024-11-21,,DrugReferenceHub
DRG00732,48239826657,Lexapro,Escitalopram,Lexapro,5,mg/mL,Injection,Topical,Beacon Life Sciences,Endocrine,Y,2025-06-11,,DrugReferenceHub
DRG00733,14612321460,Singulair,Montelukast,Singulair,5,units/mL,Injection,Transdermal,Northstar Pharma,Antihypertensive,Y,2023-08-11,,DrugReferenceHub
DRG00734,44113X33981,Cymbalta,Duloxetine,Cymbalta,100,mg,Patch,Topical,Northstar Pharma,Respiratory,Y,2025-09-25,,DrugReferenceHub
DRG00735,27517427451,Plavix,Clopidogrel,Plavix,1000,mcg,Suspension,Inhalation,Northstar Pharma,Neurologic,N,2023-04-17,2023-12-03,DrugReferenceHub
DRG00736,13710490352,Protonix,Pantoprazole,Protonix,10,mcg,Inhaler,Intravenous,Meridian Pharma,Neurologic,Y,2022-10-26,,DrugReferenceHub
DRG00737,81673281655,Microzide,Hydrochlorothiazide,Microzide,25,mg,Cream,Transdermal,Meridian Pharma,Anticoagulant,Y,2023-07-09,,DrugReferenceHub
DRG00738,58140162291,Eliquis,Apixaban,Eliquis,5,mg/mL,Inhaler,Topical,Pioneer Medical,Endocrine,N,2024-02-12,2024-12-09,DrugReferenceHub
DRG00739,25092429310,Jardiance,Empagliflozin,Jardiance,250,mg/mL,Patch,Topical,Redwood Pharma,Antibiotic,Y,2024-09-03,,DrugReferenceHub
DRG00740,61687887076,Januvia,Sitagliptin,Januvia,50,mg,Solution,Transdermal,Crescent Therapeutics,Antihypertensive,N,2025-05-02,2027-08-26,DrugReferenceHub
DRG00741,31559714166,Lantus,Insulin Glargine,Lantus,500,mcg,Capsule,Transdermal,Beacon Life Sciences,Antibiotic,Y,2022-11-25,,DrugReferenceHub
DRG00742,90409204356,Humalog,Insulin Lispro,Humalog,20,mg,Solution,Subcutaneous,Beacon Life Sciences,Neurologic,Y,2023-03-20,,DrugReferenceHub
DRG00743,12131959374,Prozac,Fluoxetine,Prozac,20,mcg,Capsule,Transdermal,Northstar Pharma,Antidepressant,Y,2025-10-04,,DrugReferenceHub
DRG00744,21904569624,Wellbutrin,Bupropion,Wellbutrin,100,mg/mL,Injection,Transdermal,Beacon Life Sciences,Antidepressant,Y,2023-10-06,,DrugReferenceHub
DRG00745,13889195769,Coreg,Carvedilol,Coreg,25,mcg,Inhaler,Topical,Beacon Life Sciences,Neurologic,N,2022-12-20,2023-07-03,DrugReferenceHub
DRG00746,60247897621,Lopressor,Metoprolol,Lopressor,20,mg,Inhaler,Oral,Beacon Life Sciences,Antihypertensive,N,2025-12-11,2027-12-22,DrugReferenceHub
DRG00747,29312348846,Lasix,Furosemide,Lasix,40,mg/mL,Injection,Oral,Pioneer Medical,Anticoagulant,N,2023-10-19,2025-06-01,DrugReferenceHub
DRG00748,34198319284,Aldactone,Spironolactone,Aldactone,25,mg/mL,Suspension,Subcutaneous,Summit Therapeutics,Anticoagulant,Y,2025-12-11,,DrugReferenceHub
DRG00749,52259816026,Ventolin,Albuterol,Ventolin,50,mg/mL,Solution,Inhalation,Atlas Medications,Lipid Lowering,Y,2025-09-06,,DrugReferenceHub
DRG00750,69398255036,Vibramycin,Doxycycline,Vibramycin,1000,units/mL,Cream,Inhalation,Meridian Pharma,Gastrointestinal,Y,2025-08-17,,DrugReferenceHub
DRG00751,37928998179,Ozempic,Semaglutide,Ozempic,100,units/mL,Suspension,Subcutaneous,Meridian Pharma,Antidepressant,Y,2024-04-30,,DrugReferenceHub
DRG00752,97763307131,Glucophage,Metformin,Glucophage,10,mcg,Capsule,Subcutaneous,Atlas Medications,Antihypertensive,Y,2025-03-13,,DrugReferenceHub
DRG00753,40427686976,Lipitor,Atorvastatin,Lipitor,100,mcg,Injection,Inhalation,Pioneer Medical,Respiratory,N,2025-11-05,2027-02-12,DrugReferenceHub
DRG00754,18077751316,Prinivil,Lisinopril,Prinivil,5,mg,Cream,Intravenous,Crescent Therapeutics,Antihypertensive,Y,2023-01-29,,DrugReferenceHub
DRG00755,44983140537,Norvasc,Amlodipine,Norvasc,1000,mg,Capsule,Inhalation,Summit Therapeutics,Antidiabetic,Y,2022-02-25,,DrugReferenceHub
DRG00756,18554568464,Cozaar,Losartan,Cozaar,40,mcg,Solution,Oral,Atlas Medications,Gastrointestinal,N,2023-04-15,2025-09-18,DrugReferenceHub
DRG00757,22438118591,Prilosec,Omeprazole,Prilosec,100,mg,Patch,Subcutaneous,Pioneer Medical,Antidepressant,N,2024-07-20,2026-12-13,DrugReferenceHub
DRG00758,24897240235,Neurontin,Gabapentin,Neurontin,40,mg/mL,Capsule,Transdermal,Meridian Pharma,Anticoagulant,Y,2024-03-11,,DrugReferenceHub
DRG00759,55406762387,Synthroid,Levothyroxine,Synthroid,100,mcg,Tablet,Inhalation,Pioneer Medical,Neurologic,Y,2022-04-28,,DrugReferenceHub
DRG00760,96443863653,Zoloft,Sertraline,Zoloft,500,units/mL,Tablet,Oral,Redwood Pharma,Anticoagulant,Y,2024-03-30,,DrugReferenceHub
DRG00761,92690601150,Crestor,Rosuvastatin,Crestor,20,units/mL,Inhaler,Topical,BlueRiver Pharmaceuticals,Anticoagulant,Y,2022-09-12,,DrugReferenceHub
DRG00762,93322571389,Lexapro,Escitalopram,Lexapro,5,mg,Solution,Inhalation,BlueRiver Pharmaceuticals,Respiratory,N,2024-01-10,2025-04-01,DrugReferenceHub
DRG00763,12914717458,Singulair,Montelukast,Singulair,1000,units/mL,INJECTION,Intravenous,Crescent Therapeutics,Lipid Lowering,Y,2024-04-21,,DrugReferenceHub
DRG00764,44872908135,Cymbalta,Duloxetine,Cymbalta,10,units/mL,Solution,Subcutaneous,Northstar Pharma,Neurologic,Y,2024-07-19,,DrugReferenceHub
DRG00765,96257168998,Plavix,Clopidogrel,Plavix,5,mg,Inhaler,Topical,Northstar Pharma,Antihypertensive,Y,2023-08-27,,DrugReferenceHub
DRG00766,57675334230,Protonix,Pantoprazole,Protonix,10,units/mL,Inhaler,Oral,Meridian Pharma,Antibiotic,N,2023-08-20,2024-02-19,DrugReferenceHub
DRG00767,82475457780,Microzide,Hydrochlorothiazide,Microzide,1000,units/mL,Tablet,Intravenous,Evergreen Labs,Antibiotic,Y,2024-09-19,,DrugReferenceHub
DRG00768,97829657184,Eliquis,Apixaban,Eliquis,1000,mg,Injection,Intravenous,Atlas Medications,Lipid Lowering,Y,2024-12-31,,DrugReferenceHub
DRG00769,90505X96167,Jardiance,Empagliflozin,Jardiance,40,mg/mL,Cream,Topical,Northstar Pharma,Anticoagulant,Y,2025-03-26,,DrugReferenceHub
DRG00770,44047392978,Januvia,Sitagliptin,Januvia,20,units/mL,Solution,Topical,Meridian Pharma,Anticoagulant,Y,2023-05-03,,DrugReferenceHub
DRG00771,86264886484,Lantus,Insulin Glargine,Lantus,25,mcg,Inhaler,Intravenous,Summit Therapeutics,Anticoagulant,Y,2023-09-12,,DrugReferenceHub
DRG00772,44363144090,Humalog,Insulin Lispro,Humalog,50,mcg,Patch,Topical,Beacon Life Sciences,Endocrine,Y,2023-04-29,,DrugReferenceHub
DRG00773,95305350218,Prozac,Fluoxetine,Prozac,250,mcg,Injection,Transdermal,Atlas Medications,Antihypertensive,N,2024-02-11,2024-11-22,DrugReferenceHub
DRG00774,46911488159,Wellbutrin,Bupropion,Wellbutrin,20,mg/mL,Cream,Oral,BlueRiver Pharmaceuticals,Anticoagulant,Y,2022-07-06,,DrugReferenceHub
DRG00775,67041360337,Coreg,Carvedilol,Coreg,5,units/mL,Injection,Intravenous,BlueRiver Pharmaceuticals,Lipid Lowering,Y,2023-09-21,,DrugReferenceHub
DRG00776,80152664967,Lopressor,Metoprolol,Lopressor,100,mcg,Solution,Transdermal,Redwood Pharma,Antidiabetic,Y,2022-10-03,,DrugReferenceHub
DRG00777,92414186439,Lasix,Furosemide,Lasix,500,mg/mL,Injection,Intravenous,Northstar Pharma,Gastrointestinal,Y,2024-02-18,,DrugReferenceHub
DRG00778,18199892246,Aldactone,Spironolactone,Aldactone,10,mg,Solution,Intravenous,Redwood Pharma,Antibiotic,Y,2025-05-28,,DrugReferenceHub
DRG00779,74737938088,Ventolin,Albuterol,Ventolin,1000,mg,Suspension,Topical,Pioneer Medical,Antidepressant,Y,2025-12-11,,DrugReferenceHub
DRG00780,40504965642,Vibramycin,Doxycycline,Vibramycin,500,mg,Injection,Subcutaneous,Crescent Therapeutics,Antibiotic,Y,2023-10-15,,DrugReferenceHub
DRG00781,21882365240,Ozempic,Semaglutide,Ozempic,10,units/mL,Injection,Intravenous,Summit Therapeutics,Antidepressant,Y,2022-03-24,,DrugReferenceHub
DRG00782,12859564719,Glucophage,Metformin,Glucophage,20,mcg,Patch,Transdermal,Pioneer Medical,Antibiotic,Y,2022-11-30,,DrugReferenceHub
DRG00783,48836820566,Lipitor,Atorvastatin,Lipitor,10,mg,Tablet,Intravenous,Atlas Medications,Respiratory,Y,2022-06-03,,DrugReferenceHub
DRG00784,42790921133,Prinivil,Lisinopril,Prinivil,20,mcg,Tablet,Subcutaneous,Pioneer Medical,Antidepressant,Y,2025-01-15,,DrugReferenceHub
DRG00785,97242993023,Norvasc,Amlodipine,Norvasc,50,mg,Tablet,Subcutaneous,Redwood Pharma,Anticoagulant,Y,2025-12-10,,DrugReferenceHub
DRG00786,74966631014,Cozaar,Losartan,Cozaar,100,units/mL,Solution,Transdermal,Summit Therapeutics,Endocrine,Y,2024-03-20,,DrugReferenceHub
DRG00787,20380451050,Prilosec,Omeprazole,Prilosec,20,mcg,Suspension,Oral,Summit Therapeutics,Anticoagulant,N,2022-09-16,2023-06-11,DrugReferenceHub
DRG00788,62176247065,Neurontin,Gabapentin,Neurontin,1000,mcg,Capsule,Inhalation,BlueRiver Pharmaceuticals,Respiratory,N,2022-01-31,2024-10-12,DrugReferenceHub
DRG00789,41935957662,Synthroid,Levothyroxine,Synthroid,40,units/mL,Tablet,Transdermal,Evergreen Labs,Gastrointestinal,N,2025-11-28,2027-09-28,DrugReferenceHub
DRG00790,96619649142,Zoloft,Sertraline,Zoloft,50,units/mL,Solution,Transdermal,Redwood Pharma,Antihypertensive,Y,2023-04-08,,DrugReferenceHub
DRG00791,51917506910,Crestor,Rosuvastatin,Crestor,100,mg/mL,Injection,Inhalation,Northstar Pharma,Gastrointestinal,Y,2022-06-13,,DrugReferenceHub
DRG00792,46826465747,Lexapro,Escitalopram,Lexapro,20,mg,Suspension,Topical,Crescent Therapeutics,Lipid Lowering,Y,2022-09-16,,DrugReferenceHub
DRG00793,80745561821,Singulair,Montelukast,Singulair,100,mcg,Tablet,Oral,Beacon Life Sciences,Antidiabetic,Y,2023-01-09,,DrugReferenceHub
DRG00794,84335217948,Cymbalta,Duloxetine,Cymbalta,5,mcg,Solution,Intravenous,Northstar Pharma,Antibiotic,Y,2024-08-16,,DrugReferenceHub
DRG00795,71609142040,Plavix,Clopidogrel,Plavix,250,mcg,Inhaler,Inhalation,Crescent Therapeutics,Endocrine,N,2025-07-27,2027-07-31,DrugReferenceHub
DRG00796,24945550574,Protonix,Pantoprazole,Protonix,1000,mcg,Capsule,Inhalation,Beacon Life Sciences,Endocrine,N,2023-02-07,2024-02-11,DrugReferenceHub
DRG00797,96282694513,Microzide,Hydrochlorothiazide,Microzide,10,mg/mL,Injection,Topical,Evergreen Labs,Antihypertensive,Y,2024-10-01,,DrugReferenceHub
DRG00798,18139712589,Eliquis,Apixaban,Eliquis,100,units/mL,Solution,Intravenous,Northstar Pharma,Antibiotic,Y,2022-04-05,,DrugReferenceHub
DRG00799,91771545572,Jardiance,Empagliflozin,Jardiance,1000,mcg,Patch,Inhalation,Atlas Medications,Antihypertensive,N,2022-01-15,2024-06-10,DrugReferenceHub
DRG00800,13230284057,Januvia,Sitagliptin,Januvia,10,mg/mL,Solution,Intravenous,Meridian Pharma,Gastrointestinal,Y,2022-03-22,,DrugReferenceHub
DRG00801,77393477110,Lantus,Insulin Glargine,Lantus,50,mg,Solution,Oral,BlueRiver Pharmaceuticals,Antidiabetic,Y,2025-09-11,,DrugReferenceHub
DRG00802,95762624064,Humalog,Insulin Lispro,Humalog,40,units/mL,Solution,Topical,Pioneer Medical,Antidiabetic,Y,2024-04-30,,DrugReferenceHub
DRG00803,11492597998,Prozac,Fluoxetine,Prozac,250,mcg,Suspension,Intravenous,BlueRiver Pharmaceuticals,Gastrointestinal,Y,2025-03-23,,DrugReferenceHub
DRG00804,22287685065,Wellbutrin,Bupropion,Wellbutrin,50,units/mL,Capsule,Topical,Redwood Pharma,Antidepressant,N,2022-02-01,2024-03-14,DrugReferenceHub
DRG00805,91638946513,Coreg,Carvedilol,Coreg,100,mg,Solution,Oral,Atlas Medications,Lipid Lowering,Y,2022-02-02,,DrugReferenceHub
